RCV_ID	RCV_NAME	GO_ID	GO_NAME
RCV_000259	organ development	GO_0007448	anterior/posterior pattern specification, imaginal disc
RCV_000259	organ development	GO_0009901	anther dehiscence
RCV_000259	organ development	GO_0048653	anther development
RCV_000259	organ development	GO_0048654	anther morphogenesis
RCV_000259	organ development	GO_0080128	anther septum development
RCV_000259	organ development	GO_0048657	anther wall tapetum cell differentiation
RCV_000259	organ development	GO_0010234	anther wall tapetum cell fate specification
RCV_000259	organ development	GO_0048658	anther wall tapetum development
RCV_000259	organ development	GO_0048656	anther wall tapetum formation
RCV_000259	organ development	GO_0048655	anther wall tapetum morphogenesis
RCV_000259	organ development	GO_0001547	antral ovarian follicle growth
RCV_000259	organ development	GO_0060414	aorta smooth muscle tissue morphogenesis
RCV_000259	organ development	GO_0003176	aortic valve development
RCV_000259	organ development	GO_0003189	aortic valve formation
RCV_000259	organ development	GO_0003180	aortic valve morphogenesis
RCV_000259	organ development	GO_0003296	apoptotic process involved in atrial ventricular junction remodeling
RCV_000259	organ development	GO_0003277	apoptotic process involved in endocardial cushion morphogenesis
RCV_000259	organ development	GO_0003278	apoptotic process involved in heart morphogenesis
RCV_000259	organ development	GO_0003276	apoptotic process involved in heart valve morphogenesis
RCV_000259	organ development	GO_0061364	apoptotic process involved in luteolysis
RCV_000259	organ development	GO_0060057	apoptotic process involved in mammary gland involution
RCV_000259	organ development	GO_1900204	apoptotic process involved in metanephric collecting duct development
RCV_000259	organ development	GO_1900205	apoptotic process involved in metanephric nephron tubule development
RCV_000259	organ development	GO_0003275	apoptotic process involved in outflow tract morphogenesis
RCV_000259	organ development	GO_0060663	apoptotic process involved in salivary gland cavitation
RCV_000259	organ development	GO_0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces
RCV_000259	organ development	GO_0072021	ascending thin limb development
RCV_000259	organ development	GO_0075317	ascus development
RCV_000259	organ development	GO_0021866	asymmetric radial glial cell division in forebrain
RCV_000259	organ development	GO_0055014	atrial cardiac muscle cell development
RCV_000259	organ development	GO_0055011	atrial cardiac muscle cell differentiation
RCV_000259	organ development	GO_0060924	atrial cardiac muscle cell fate commitment
RCV_000259	organ development	GO_0003228	atrial cardiac muscle tissue development
RCV_000259	organ development	GO_0055009	atrial cardiac muscle tissue morphogenesis
RCV_000259	organ development	GO_0055004	atrial cardiac myofibril assembly
RCV_000259	organ development	GO_0003283	atrial septum development
RCV_000259	organ development	GO_0003286	atrial septum intermedium development
RCV_000259	organ development	GO_0003291	atrial septum intermedium morphogenesis
RCV_000259	organ development	GO_0060413	atrial septum morphogenesis
RCV_000259	organ development	GO_0003289	atrial septum primum morphogenesis
RCV_000259	organ development	GO_0003290	atrial septum secundum morphogenesis
RCV_000259	organ development	GO_0003294	atrial ventricular junction remodeling
RCV_000259	organ development	GO_0010055	atrichoblast differentiation
RCV_000259	organ development	GO_0010056	atrichoblast fate specification
RCV_000259	organ development	GO_0003167	atrioventricular bundle cell differentiation
RCV_000259	organ development	GO_0036302	atrioventricular canal development
RCV_000259	organ development	GO_0060928	atrioventricular node cell development
RCV_000259	organ development	GO_0060922	atrioventricular node cell differentiation
RCV_000259	organ development	GO_0060929	atrioventricular node cell fate commitment
RCV_000259	organ development	GO_0003162	atrioventricular node development
RCV_000259	organ development	GO_0003171	atrioventricular valve development
RCV_000259	organ development	GO_0003190	atrioventricular valve formation
RCV_000259	organ development	GO_0003181	atrioventricular valve morphogenesis
RCV_000259	organ development	GO_0060117	auditory receptor cell development
RCV_000259	organ development	GO_0042491	auditory receptor cell differentiation
RCV_000259	organ development	GO_0009912	auditory receptor cell fate commitment
RCV_000259	organ development	GO_0042668	auditory receptor cell fate determination
RCV_000259	organ development	GO_0042667	auditory receptor cell fate specification
RCV_000259	organ development	GO_0002093	auditory receptor cell morphogenesis
RCV_000259	organ development	GO_0060088	auditory receptor cell stereocilium organization
RCV_000259	organ development	GO_0036331	avascular cornea development in camera-type eye
RCV_000259	organ development	GO_0090506	axillary shoot meristem initiation
RCV_000259	organ development	GO_1990375	baculum development
RCV_000259	organ development	GO_0060882	basal lamina disassembly involved in semicircular canal fusion
RCV_000259	organ development	GO_0075313	basidium development
RCV_000259	organ development	GO_0021928	basket cell precursor proliferation
RCV_000259	organ development	GO_0030221	basophil differentiation
RCV_000259	organ development	GO_0043366	beta selection
RCV_000259	organ development	GO_0031214	biomineral tissue development
RCV_000259	organ development	GO_0060348	bone development
RCV_000259	organ development	GO_0048539	bone marrow development
RCV_000259	organ development	GO_0070977	bone maturation
RCV_000259	organ development	GO_0030282	bone mineralization
RCV_000259	organ development	GO_0035630	bone mineralization involved in bone maturation
RCV_000259	organ development	GO_0060349	bone morphogenesis
RCV_000259	organ development	GO_0060346	bone trabecula formation
RCV_000259	organ development	GO_0010434	bract formation
RCV_000259	organ development	GO_0010433	bract morphogenesis
RCV_000259	organ development	GO_0007420	brain development
RCV_000259	organ development	GO_0048854	brain morphogenesis
RCV_000259	organ development	GO_0035284	brain segmentation
RCV_000259	organ development	GO_0021949	brainstem precerebellar neuron precursor migration
RCV_000259	organ development	GO_0060751	branch elongation involved in mammary gland duct branching
RCV_000259	organ development	GO_0060667	branch elongation involved in salivary gland morphogenesis
RCV_000259	organ development	GO_0060681	branch elongation involved in ureteric bud branching
RCV_000259	organ development	GO_0060670	branching involved in labyrinthine layer morphogenesis
RCV_000259	organ development	GO_0060655	branching involved in mammary gland cord morphogenesis
RCV_000259	organ development	GO_0060444	branching involved in mammary gland duct morphogenesis
RCV_000259	organ development	GO_0061114	branching involved in pancreas morphogenesis
RCV_000259	organ development	GO_0060442	branching involved in prostate gland morphogenesis
RCV_000259	organ development	GO_0060445	branching involved in salivary gland morphogenesis
RCV_000259	organ development	GO_0001658	branching involved in ureteric bud morphogenesis
RCV_000259	organ development	GO_0014707	branchiomeric skeletal muscle development
RCV_000259	organ development	GO_0060435	bronchiole development
RCV_000259	organ development	GO_0060436	bronchiole morphogenesis
RCV_000259	organ development	GO_0060532	bronchus cartilage development
RCV_000259	organ development	GO_0060533	bronchus cartilage morphogenesis
RCV_000259	organ development	GO_0060433	bronchus development
RCV_000259	organ development	GO_0060434	bronchus morphogenesis
RCV_000259	organ development	GO_0060503	bud dilation involved in lung branching
RCV_000259	organ development	GO_0060449	bud elongation involved in lung branching
RCV_000259	organ development	GO_0060447	bud outgrowth involved in lung branching
RCV_000259	organ development	GO_0003232	bulbus arteriosus development
RCV_000259	organ development	GO_0003234	bulbus arteriosus formation
RCV_000259	organ development	GO_0003233	bulbus arteriosus morphogenesis
RCV_000259	organ development	GO_0003166	bundle of His development
RCV_000259	organ development	GO_0048540	bursa of Fabricius development
RCV_000259	organ development	GO_0043010	camera-type eye development
RCV_000259	organ development	GO_0048593	camera-type eye morphogenesis
RCV_000259	organ development	GO_0060219	camera-type eye photoreceptor cell differentiation
RCV_000259	organ development	GO_0060220	camera-type eye photoreceptor cell fate commitment
RCV_000259	organ development	GO_0021712	candelabrum cell differentiation
RCV_000259	organ development	GO_0061317	canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
RCV_000259	organ development	GO_0061310	canonical Wnt signaling pathway involved in cardiac neural crest cell differentiation involved in heart development
RCV_000259	organ development	GO_0061316	canonical Wnt signaling pathway involved in heart development
RCV_000259	organ development	GO_0061293	canonical Wnt signaling pathway involved in mesonephric nephron development
RCV_000259	organ development	GO_0061292	canonical Wnt signaling pathway involved in mesonephros development
RCV_000259	organ development	GO_0061290	canonical Wnt signaling pathway involved in metanephric kidney development
RCV_000259	organ development	GO_0044335	canonical Wnt signaling pathway involved in neural crest cell differentiation
RCV_000259	organ development	GO_0061315	canonical Wnt signaling pathway involved in positive regulation of cardiac muscle cell proliferation
RCV_000259	organ development	GO_0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation
RCV_000259	organ development	GO_0003267	canonical Wnt signaling pathway involved in positive regulation of secondary heart field cardioblast proliferation
RCV_000259	organ development	GO_0061291	canonical Wnt signaling pathway involved in ureteric bud branching
RCV_000259	organ development	GO_0003230	cardiac atrium development
RCV_000259	organ development	GO_0003210	cardiac atrium formation
RCV_000259	organ development	GO_0003209	cardiac atrium morphogenesis
RCV_000259	organ development	GO_0060946	cardiac blood vessel endothelial cell differentiation
RCV_000259	organ development	GO_0055006	cardiac cell development
RCV_000259	organ development	GO_0060911	cardiac cell fate commitment
RCV_000259	organ development	GO_0060913	cardiac cell fate determination
RCV_000259	organ development	GO_0060912	cardiac cell fate specification
RCV_000259	organ development	GO_0003242	cardiac chamber ballooning
RCV_000259	organ development	GO_0003205	cardiac chamber development
RCV_000259	organ development	GO_0003207	cardiac chamber formation
RCV_000259	organ development	GO_0003206	cardiac chamber morphogenesis
RCV_000259	organ development	GO_0003161	cardiac conduction system development
RCV_000259	organ development	GO_0003348	cardiac endothelial cell differentiation
RCV_000259	organ development	GO_0060317	cardiac epithelial to mesenchymal transition
RCV_000259	organ development	GO_0060936	cardiac fibroblast cell development
RCV_000259	organ development	GO_0060935	cardiac fibroblast cell differentiation
RCV_000259	organ development	GO_0060937	cardiac fibroblast cell fate commitment
RCV_000259	organ development	GO_0060952	cardiac glial cell development
RCV_000259	organ development	GO_0060950	cardiac glial cell differentiation
RCV_000259	organ development	GO_0060953	cardiac glial cell fate commitment
RCV_000259	organ development	GO_0003216	cardiac left atrium formation
RCV_000259	organ development	GO_0003212	cardiac left atrium morphogenesis
RCV_000259	organ development	GO_0003218	cardiac left ventricle formation
RCV_000259	organ development	GO_0003214	cardiac left ventricle morphogenesis
RCV_000259	organ development	GO_0055013	cardiac muscle cell development
RCV_000259	organ development	GO_0055007	cardiac muscle cell differentiation
RCV_000259	organ development	GO_0060923	cardiac muscle cell fate commitment
RCV_000259	organ development	GO_0061442	cardiac muscle cell fate determination
RCV_000259	organ development	GO_0060379	cardiac muscle cell myoblast differentiation
RCV_000259	organ development	GO_0060038	cardiac muscle cell proliferation
RCV_000259	organ development	GO_0048739	cardiac muscle fiber development
RCV_000259	organ development	GO_0071690	cardiac muscle myosin thick filament assembly
RCV_000259	organ development	GO_0003261	cardiac muscle progenitor cell migration to the midline involved in heart field formation
RCV_000259	organ development	GO_0071691	cardiac muscle thin filament assembly
RCV_000259	organ development	GO_0048738	cardiac muscle tissue development
RCV_000259	organ development	GO_0055017	cardiac muscle tissue growth
RCV_000259	organ development	GO_0003245	cardiac muscle tissue growth involved in heart morphogenesis
RCV_000259	organ development	GO_0055008	cardiac muscle tissue morphogenesis
RCV_000259	organ development	GO_0055003	cardiac myofibril assembly
RCV_000259	organ development	GO_1900728	cardiac neural crest cell delamination involved in outflow tract morphogenesis
RCV_000259	organ development	GO_0061308	cardiac neural crest cell development involved in heart development
RCV_000259	organ development	GO_0061309	cardiac neural crest cell development involved in outflow tract morphogenesis
RCV_000259	organ development	GO_0061307	cardiac neural crest cell differentiation involved in heart development
RCV_000259	organ development	GO_0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis
RCV_000259	organ development	GO_0060959	cardiac neuron development
RCV_000259	organ development	GO_0060945	cardiac neuron differentiation
RCV_000259	organ development	GO_0060960	cardiac neuron fate commitment
RCV_000259	organ development	GO_0060926	cardiac pacemaker cell development
RCV_000259	organ development	GO_0060920	cardiac pacemaker cell differentiation
RCV_000259	organ development	GO_0060927	cardiac pacemaker cell fate commitment
RCV_000259	organ development	GO_0003217	cardiac right atrium formation
RCV_000259	organ development	GO_0003213	cardiac right atrium morphogenesis
RCV_000259	organ development	GO_0003219	cardiac right ventricle formation
RCV_000259	organ development	GO_0003215	cardiac right ventricle morphogenesis
RCV_000259	organ development	GO_0003292	cardiac septum cell differentiation
RCV_000259	organ development	GO_0003279	cardiac septum development
RCV_000259	organ development	GO_0060411	cardiac septum morphogenesis
RCV_000259	organ development	GO_0003204	cardiac skeleton development
RCV_000259	organ development	GO_0060948	cardiac vascular smooth muscle cell development
RCV_000259	organ development	GO_0060947	cardiac vascular smooth muscle cell differentiation
RCV_000259	organ development	GO_0060949	cardiac vascular smooth muscle cell fate commitment
RCV_000259	organ development	GO_0003231	cardiac ventricle development
RCV_000259	organ development	GO_0003211	cardiac ventricle formation
RCV_000259	organ development	GO_0003208	cardiac ventricle morphogenesis
RCV_000259	organ development	GO_0003259	cardioblast anterior-lateral migration
RCV_000259	organ development	GO_0042684	cardioblast cell fate commitment
RCV_000259	organ development	GO_0007510	cardioblast cell fate determination
RCV_000259	organ development	GO_0042685	cardioblast cell fate specification
RCV_000259	organ development	GO_0003317	cardioblast cell midline fusion
RCV_000259	organ development	GO_0010002	cardioblast differentiation
RCV_000259	organ development	GO_0003260	cardioblast migration
RCV_000259	organ development	GO_0060975	cardioblast migration to the midline involved in heart field formation
RCV_000259	organ development	GO_0003319	cardioblast migration to the midline involved in heart rudiment formation
RCV_000259	organ development	GO_0003263	cardioblast proliferation
RCV_000259	organ development	GO_0035051	cardiocyte differentiation
RCV_000259	organ development	GO_0003142	cardiogenic plate morphogenesis
RCV_000259	organ development	GO_0061103	carotid body glomus cell differentiation
RCV_000259	organ development	GO_0048440	carpel development
RCV_000259	organ development	GO_0048462	carpel formation
RCV_000259	organ development	GO_0048445	carpel morphogenesis
RCV_000259	organ development	GO_0048463	carpel structural organization
RCV_000259	organ development	GO_0001502	cartilage condensation
RCV_000259	organ development	GO_0051216	cartilage development
RCV_000259	organ development	GO_0060351	cartilage development involved in endochondral bone morphogenesis
RCV_000259	organ development	GO_0060536	cartilage morphogenesis
RCV_000259	organ development	GO_0042637	catagen
RCV_000259	organ development	GO_0022021	caudal ganglionic eminence cell proliferation
RCV_000259	organ development	GO_0021757	caudate nucleus development
RCV_000259	organ development	GO_0003396	cell adhesion involved in amphid sensory organ dendrite retrograde extension
RCV_000259	organ development	GO_0061343	cell adhesion involved in heart morphogenesis
RCV_000259	organ development	GO_0060519	cell adhesion involved in prostatic bud elongation
RCV_000259	organ development	GO_0061352	cell chemotaxis involved in Malpighian tubule morphogenesis
RCV_000259	organ development	GO_0021883	cell cycle arrest of committed forebrain neuronal progenitor cell
RCV_000259	organ development	GO_0021533	cell differentiation in hindbrain
RCV_000259	organ development	GO_0021515	cell differentiation in spinal cord
RCV_000259	organ development	GO_0060706	cell differentiation involved in embryonic placenta development
RCV_000259	organ development	GO_0061005	cell differentiation involved in kidney development
RCV_000259	organ development	GO_0061208	cell differentiation involved in mesonephros development
RCV_000259	organ development	GO_0072202	cell differentiation involved in metanephros development
RCV_000259	organ development	GO_0039014	cell differentiation involved in pronephros development
RCV_000259	organ development	GO_0060689	cell differentiation involved in salivary gland development
RCV_000259	organ development	GO_0090254	cell elongation involved in imaginal disc-derived wing morphogenesis
RCV_000259	organ development	GO_0061335	cell growth involved in Malpighian tubule morphogenesis
RCV_000259	organ development	GO_0061049	cell growth involved in cardiac muscle cell development
RCV_000259	organ development	GO_0003432	cell growth involved in growth plate cartilage chondrocyte morphogenesis
RCV_000259	organ development	GO_0061381	cell migration in diencephalon
RCV_000259	organ development	GO_0021535	cell migration in hindbrain
RCV_000259	organ development	GO_0060981	cell migration involved in coronary angiogenesis
RCV_000259	organ development	GO_0060980	cell migration involved in coronary vasculogenesis
RCV_000259	organ development	GO_0003273	cell migration involved in endocardial cushion formation
RCV_000259	organ development	GO_0060973	cell migration involved in heart development
RCV_000259	organ development	GO_0060974	cell migration involved in heart formation
RCV_000259	organ development	GO_0003305	cell migration involved in heart jogging
RCV_000259	organ development	GO_0035787	cell migration involved in kidney development
RCV_000259	organ development	GO_0060619	cell migration involved in mammary placode formation
RCV_000259	organ development	GO_0035788	cell migration involved in metanephros development
RCV_000259	organ development	GO_0060518	cell migration involved in prostatic bud elongation
RCV_000259	organ development	GO_0003318	cell migration to the midline involved in heart development
RCV_000259	organ development	GO_0061336	cell morphogenesis involved in Malpighian tubule morphogenesis
RCV_000259	organ development	GO_0060880	cell morphogenesis involved in semicircular canal fusion
RCV_000259	organ development	GO_0003411	cell motility involved in camera-type eye morphogenesis
RCV_000259	organ development	GO_0021814	cell motility involved in cerebral cortex radial glia guided migration
RCV_000259	organ development	GO_0021805	cell movement involved in somal translocation
RCV_000259	organ development	GO_0021924	cell proliferation in external granule layer
RCV_000259	organ development	GO_0021846	cell proliferation in forebrain
RCV_000259	organ development	GO_0021534	cell proliferation in hindbrain
RCV_000259	organ development	GO_0021923	cell proliferation in hindbrain ventricular zone
RCV_000259	organ development	GO_0033278	cell proliferation in midbrain
RCV_000259	organ development	GO_0003295	cell proliferation involved in atrial ventricular junction remodeling
RCV_000259	organ development	GO_0035736	cell proliferation involved in compound eye morphogenesis
RCV_000259	organ development	GO_0060722	cell proliferation involved in embryonic placenta development
RCV_000259	organ development	GO_0061323	cell proliferation involved in heart morphogenesis
RCV_000259	organ development	GO_2000793	cell proliferation involved in heart valve development
RCV_000259	organ development	GO_0003249	cell proliferation involved in heart valve morphogenesis
RCV_000259	organ development	GO_0090255	cell proliferation involved in imaginal disc-derived wing morphogenesis
RCV_000259	organ development	GO_0072111	cell proliferation involved in kidney development
RCV_000259	organ development	GO_0061209	cell proliferation involved in mesonephros development
RCV_000259	organ development	GO_0072203	cell proliferation involved in metanephros development
RCV_000259	organ development	GO_0061325	cell proliferation involved in outflow tract morphogenesis
RCV_000259	organ development	GO_0039015	cell proliferation involved in pronephros development
RCV_000259	organ development	GO_0061334	cell rearrangement involved in Malpighian tubule morphogenesis
RCV_000259	organ development	GO_0061311	cell surface receptor signaling pathway involved in heart development
RCV_000259	organ development	GO_0060870	cell wall disassembly involved in floral organ abscission
RCV_000259	organ development	GO_1902089	cell wall polysaccharide catabolic process involved in lateral root development
RCV_000259	organ development	GO_0021832	cell-cell adhesion involved in cerebral cortex tangential migration using cell-cell interactions
RCV_000259	organ development	GO_0021813	cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration
RCV_000259	organ development	GO_0003385	cell-cell signaling involved in amphid sensory organ development
RCV_000259	organ development	GO_0060995	cell-cell signaling involved in kidney development
RCV_000259	organ development	GO_0060495	cell-cell signaling involved in lung development
RCV_000259	organ development	GO_0060764	cell-cell signaling involved in mammary gland development
RCV_000259	organ development	GO_0061210	cell-cell signaling involved in mesonephros development
RCV_000259	organ development	GO_0072204	cell-cell signaling involved in metanephros development
RCV_000259	organ development	GO_0060673	cell-cell signaling involved in placenta development
RCV_000259	organ development	GO_0039016	cell-cell signaling involved in pronephros development
RCV_000259	organ development	GO_0021833	cell-matrix adhesion involved in tangential migration using cell-cell interactions
RCV_000259	organ development	GO_0071570	cement gland development
RCV_000259	organ development	GO_0071529	cementum mineralization
RCV_000259	organ development	GO_0002341	central B cell anergy
RCV_000259	organ development	GO_0002342	central B cell deletion
RCV_000259	organ development	GO_0002354	central B cell negative selection
RCV_000259	organ development	GO_0002348	central B cell positive selection
RCV_000259	organ development	GO_0002340	central B cell selection
RCV_000259	organ development	GO_0061524	central canal development
RCV_000259	organ development	GO_0048036	central complex development
RCV_000259	organ development	GO_0021701	cerebellar Golgi cell differentiation
RCV_000259	organ development	GO_0021702	cerebellar Purkinje cell differentiation
RCV_000259	organ development	GO_0021680	cerebellar Purkinje cell layer development
RCV_000259	organ development	GO_0021694	cerebellar Purkinje cell layer formation
RCV_000259	organ development	GO_0021691	cerebellar Purkinje cell layer maturation
RCV_000259	organ development	GO_0021692	cerebellar Purkinje cell layer morphogenesis
RCV_000259	organ development	GO_0021693	cerebellar Purkinje cell layer structural organization
RCV_000259	organ development	GO_0021925	cerebellar Purkinje cell precursor proliferation
RCV_000259	organ development	GO_0021709	cerebellar basket cell differentiation
RCV_000259	organ development	GO_0021695	cerebellar cortex development
RCV_000259	organ development	GO_0021697	cerebellar cortex formation
RCV_000259	organ development	GO_0021699	cerebellar cortex maturation
RCV_000259	organ development	GO_0021696	cerebellar cortex morphogenesis
RCV_000259	organ development	GO_0021698	cerebellar cortex structural organization
RCV_000259	organ development	GO_0021681	cerebellar granular layer development
RCV_000259	organ development	GO_0021684	cerebellar granular layer formation
RCV_000259	organ development	GO_0021686	cerebellar granular layer maturation
RCV_000259	organ development	GO_0021683	cerebellar granular layer morphogenesis
RCV_000259	organ development	GO_0021685	cerebellar granular layer structural organization
RCV_000259	organ development	GO_0021707	cerebellar granule cell differentiation
RCV_000259	organ development	GO_0021930	cerebellar granule cell precursor proliferation
RCV_000259	organ development	GO_0021935	cerebellar granule cell precursor tangential migration
RCV_000259	organ development	GO_0021679	cerebellar molecular layer development
RCV_000259	organ development	GO_0021688	cerebellar molecular layer formation
RCV_000259	organ development	GO_0021690	cerebellar molecular layer maturation
RCV_000259	organ development	GO_0021687	cerebellar molecular layer morphogenesis
RCV_000259	organ development	GO_0021689	cerebellar molecular layer structural organization
RCV_000259	organ development	GO_0021710	cerebellar stellate cell differentiation
RCV_000259	organ development	GO_0021711	cerebellar unipolar brush cell differentiation
RCV_000259	organ development	GO_0021549	cerebellum development
RCV_000259	organ development	GO_0021588	cerebellum formation
RCV_000259	organ development	GO_0021590	cerebellum maturation
RCV_000259	organ development	GO_0021587	cerebellum morphogenesis
RCV_000259	organ development	GO_0021589	cerebellum structural organization
RCV_000259	organ development	GO_0061301	cerebellum vasculature morphogenesis
RCV_000259	organ development	GO_0021894	cerebral cortex GABAergic interneuron development
RCV_000259	organ development	GO_0021892	cerebral cortex GABAergic interneuron differentiation
RCV_000259	organ development	GO_0021893	cerebral cortex GABAergic interneuron fate commitment
RCV_000259	organ development	GO_0021853	cerebral cortex GABAergic interneuron migration
RCV_000259	organ development	GO_0021795	cerebral cortex cell migration
RCV_000259	organ development	GO_0021987	cerebral cortex development
RCV_000259	organ development	GO_0021895	cerebral cortex neuron differentiation
RCV_000259	organ development	GO_0021801	cerebral cortex radial glia guided migration
RCV_000259	organ development	GO_0021799	cerebral cortex radially oriented cell migration
RCV_000259	organ development	GO_0021796	cerebral cortex regionalization
RCV_000259	organ development	GO_0021800	cerebral cortex tangential migration
RCV_000259	organ development	GO_0021824	cerebral cortex tangential migration using cell-axon interactions
RCV_000259	organ development	GO_0021823	cerebral cortex tangential migration using cell-cell interactions
RCV_000259	organ development	GO_0022416	chaeta development
RCV_000259	organ development	GO_0008407	chaeta morphogenesis
RCV_000259	organ development	GO_0021835	chemoattraction involved in embryonic olfactory bulb interneuron precursor migration
RCV_000259	organ development	GO_0021841	chemoattraction involved in interneuron migration from the subpallium to the cortex
RCV_000259	organ development	GO_0021951	chemoattraction involved in precerebellar neuron migration
RCV_000259	organ development	GO_0021834	chemorepulsion involved in embryonic olfactory bulb interneuron precursor migration
RCV_000259	organ development	GO_0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex
RCV_000259	organ development	GO_0021836	chemorepulsion involved in postnatal olfactory bulb interneuron migration
RCV_000259	organ development	GO_0021950	chemorepulsion involved in precerebellar neuron migration
RCV_000259	organ development	GO_0036340	chitin-based cuticle sclerotization by biomineralization
RCV_000259	organ development	GO_0060591	chondroblast differentiation
RCV_000259	organ development	GO_0002063	chondrocyte development
RCV_000259	organ development	GO_0003433	chondrocyte development involved in endochondral bone morphogenesis
RCV_000259	organ development	GO_0002062	chondrocyte differentiation
RCV_000259	organ development	GO_0003413	chondrocyte differentiation involved in endochondral bone morphogenesis
RCV_000259	organ development	GO_0003415	chondrocyte hypertrophy
RCV_000259	organ development	GO_0003428	chondrocyte intercalation involved in growth plate cartilage morphogenesis
RCV_000259	organ development	GO_0090171	chondrocyte morphogenesis
RCV_000259	organ development	GO_0003414	chondrocyte morphogenesis involved in endochondral bone morphogenesis
RCV_000259	organ development	GO_0060710	chorio-allantoic fusion
RCV_000259	organ development	GO_0048725	cibarial fish-trap bristle development
RCV_000259	organ development	GO_0048718	cibarial fish-trap bristle morphogenesis
RCV_000259	organ development	GO_0061073	ciliary body morphogenesis
RCV_000259	organ development	GO_0003355	cilium movement involved in otolith formation
RCV_000259	organ development	GO_0021765	cingulate gyrus development
RCV_000259	organ development	GO_0003243	circumferential growth involved in left ventricle morphogenesis
RCV_000259	organ development	GO_0060884	clearance of cells from fusion plate
RCV_000259	organ development	GO_0060885	clearance of cells from fusion plate by apoptotic process
RCV_000259	organ development	GO_0060886	clearance of cells from fusion plate by epithelial to mesenchymal transition
RCV_000259	organ development	GO_0070791	cleistothecium development
RCV_000259	organ development	GO_0003153	closure of embryonic heart tube
RCV_000259	organ development	GO_0061386	closure of optic fissure
RCV_000259	organ development	GO_0035213	clypeo-labral disc development
RCV_000259	organ development	GO_0007453	clypeo-labral disc morphogenesis
RCV_000259	organ development	GO_0048723	clypeus development
RCV_000259	organ development	GO_0048721	clypeus morphogenesis
RCV_000259	organ development	GO_0090102	cochlea development
RCV_000259	organ development	GO_0090103	cochlea morphogenesis
RCV_000259	organ development	GO_0021747	cochlear nucleus development
RCV_000259	organ development	GO_0072044	collecting duct development
RCV_000259	organ development	GO_0072049	comma-shaped body morphogenesis
RCV_000259	organ development	GO_0021528	commissural neuron differentiation in spinal cord
RCV_000259	organ development	GO_0021898	commitment of multipotent stem cells to neuronal lineage in forebrain
RCV_000259	organ development	GO_0021902	commitment of neuronal cell to specific neuron type in forebrain
RCV_000259	organ development	GO_0042675	compound eye cone cell differentiation
RCV_000259	organ development	GO_0042676	compound eye cone cell fate commitment
RCV_000259	organ development	GO_0042680	compound eye cone cell fate determination
RCV_000259	organ development	GO_0042679	compound eye cone cell fate specification
RCV_000259	organ development	GO_0048058	compound eye corneal lens development
RCV_000259	organ development	GO_0048750	compound eye corneal lens morphogenesis
RCV_000259	organ development	GO_0048749	compound eye development
RCV_000259	organ development	GO_0001745	compound eye morphogenesis
RCV_000259	organ development	GO_0001751	compound eye photoreceptor cell differentiation
RCV_000259	organ development	GO_0042051	compound eye photoreceptor development
RCV_000259	organ development	GO_0001752	compound eye photoreceptor fate commitment
RCV_000259	organ development	GO_0046667	compound eye retinal cell programmed cell death
RCV_000259	organ development	GO_0060777	compound leaf morphogenesis
RCV_000259	organ development	GO_0070787	conidiophore development
RCV_000259	organ development	GO_0070788	conidiophore stalk development
RCV_000259	organ development	GO_0072027	connecting tubule development
RCV_000259	organ development	GO_0003238	conus arteriosus development
RCV_000259	organ development	GO_0003240	conus arteriosus formation
RCV_000259	organ development	GO_0003239	conus arteriosus morphogenesis
RCV_000259	organ development	GO_0090253	convergent extension involved in imaginal disc-derived wing morphogenesis
RCV_000259	organ development	GO_0061237	convergent extension involved in mesonephric nephron morphogenesis
RCV_000259	organ development	GO_0072279	convergent extension involved in metanephric nephron morphogenesis
RCV_000259	organ development	GO_0072045	convergent extension involved in nephron morphogenesis
RCV_000259	organ development	GO_0022007	convergent extension involved in neural plate elongation
RCV_000259	organ development	GO_0060029	convergent extension involved in organogenesis
RCV_000259	organ development	GO_0061303	cornea development in camera-type eye
RCV_000259	organ development	GO_0003336	corneocyte desquamation
RCV_000259	organ development	GO_0003335	corneocyte development
RCV_000259	organ development	GO_0070268	cornification
RCV_000259	organ development	GO_0060365	coronal suture morphogenesis
RCV_000259	organ development	GO_0060982	coronary artery morphogenesis
RCV_000259	organ development	GO_0003178	coronary sinus valve development
RCV_000259	organ development	GO_0003191	coronary sinus valve formation
RCV_000259	organ development	GO_0003182	coronary sinus valve morphogenesis
RCV_000259	organ development	GO_0060976	coronary vasculature development
RCV_000259	organ development	GO_0060977	coronary vasculature morphogenesis
RCV_000259	organ development	GO_0003169	coronary vein morphogenesis
RCV_000259	organ development	GO_0061378	corpora quadrigemina development
RCV_000259	organ development	GO_0022038	corpus callosum development
RCV_000259	organ development	GO_0021540	corpus callosum morphogenesis
RCV_000259	organ development	GO_0072059	cortical collecting duct development
RCV_000259	organ development	GO_0060131	corticotropin hormone secreting cell development
RCV_000259	organ development	GO_0060128	corticotropin hormone secreting cell differentiation
