Roche CV	GO term name	GO term ID	
immune response	regulation of immune system process	GO:0002682
immune response	regulation of immunoglobulin biosynthetic process	GO:0002640
immune response	regulation of immunoglobulin mediated immune response	GO:0002889
immune response	regulation of immunoglobulin production	GO:0002637
immune response	regulation of immunoglobulin production in mucosal tissue	GO:2000557
immune response	regulation of immunoglobulin secretion	GO:0051023
immune response	regulation of innate immune response	GO:0045088
immune response	regulation of leukocyte activation	GO:0002694
immune response	regulation of leukocyte apoptotic process	GO:2000106
immune response	regulation of leukocyte degranulation	GO:0043300
immune response	regulation of leukocyte mediated cytotoxicity	GO:0001910
immune response	regulation of leukocyte mediated immunity	GO:0002703
immune response	regulation of leukocyte migration	GO:0002685
immune response	regulation of leukocyte proliferation	GO:0070663
immune response	regulation of mast cell activation involved in immune response	GO:0033006
immune response	regulation of myeloid leukocyte differentiation	GO:0002761
immune response	regulation of myeloid leukocyte mediated immunity	GO:0002886
immune response	regulation of natural killer cell differentiation involved in immune response	GO:0032826
immune response	regulation of natural killer cell mediated immune response to tumor cell	GO:0002855
immune response	regulation of natural killer cell proliferation involved in immune response	GO:0032820
immune response	regulation of non-professional antigen presenting cell antigen processing and presentation	GO:0002619
immune response	regulation of peptide antigen transport	GO:1901039
immune response	regulation of production of molecular mediator of immune response	GO:0002700
immune response	regulation of proteolysis associated with antigen processing and presentation	GO:0002628
immune response	regulation of tolerance induction dependent upon immune response	GO:0002652
immune response	regulation of tolerance induction to nonself antigen	GO:0002655
immune response	regulation of tolerance induction to self antigen	GO:0002649
immune response	regulation of type 2 immune response	GO:0002828
immune response	response to host immune response	GO:0052572
immune response	response to immune response of other organism involved in symbiotic interaction	GO:0052564
immune response	response to symbiont immune response	GO:0052571
immune response	response to tetracycline	GO:1901326
immune response	somatic diversification of immune receptors	GO:0002200
immune response	somatic diversification of immune receptors by N region addition	GO:0002569
immune response	somatic diversification of immune receptors via alternate splicing	GO:0002563
immune response	somatic diversification of immune receptors via gene conversion	GO:0002565
immune response	somatic diversification of immune receptors via germline recombination within a single locus	GO:0002562
immune response	somatic diversification of immune receptors via somatic mutation	GO:0002566
immune response	somatic diversification of immunoglobulin genes by N region addition	GO:0002570
immune response	somatic diversification of immunoglobulins	GO:0016445
immune response	somatic diversification of immunoglobulins involved in immune response	GO:0002208
immune response	somatic hypermutation of immunoglobulin genes	GO:0016446
immune response	somatic hypermutation of immunoglobulin genes involved in immune response	GO:0002205
immune response	somatic recombination of immunoglobulin genes involved in immune response	GO:0002204
immune response	suppression by virus of host adaptive immune response	GO:0039504
immune response	suppression by virus of host innate immune response	GO:0039503
immune response	susceptibility to T cell mediated cytotoxicity	GO:0060370
immune response	susceptibility to natural killer cell mediated cytotoxicity	GO:0042271
immune response	tetracycline biosynthetic process	GO:0043644
immune response	tetracycline metabolic process	GO:0043643
immune response	tetracycline transport	GO:0015904
immune response	tolerance induction dependent upon immune response	GO:0002461
immune response	tolerance induction in gut-associated lymphoid tissue	GO:0002394
immune response	tolerance induction to nonself antigen	GO:0002462
immune response	tolerance induction to self antigen	GO:0002513
immune response	type 2 immune response	GO:0042092
immune response	type I hypersensitivity	GO:0016068
immune response	type I hypersensitivity mediated by basophils	GO:0002559
immune response	type I hypersensitivity mediated by mast cells	GO:0002558
hypoxia	cellular response to hypoxia	GO:0071456
hypoxia	detection of hypoxia	GO:0070483
hypoxia	detection of hypoxic conditions in blood by aortic body chemoreceptor signaling	GO:0003033
hypoxia	detection of hypoxic conditions in blood by carotid body chemoreceptor signaling	GO:0003029
hypoxia	detection of hypoxic conditions in blood by chemoreceptor signaling	GO:0002007
hypoxia	negative regulation of cellular response to hypoxia	GO:1900038
hypoxia	positive regulation of cellular response to hypoxia	GO:1900039
hypoxia	positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia	GO:2000777
hypoxia	regulation of cellular response to hypoxia	GO:1900037
hypoxia	response to hypoxia	GO:0001666
host defense	positive regulation by host of cytolysis of symbiont cells	GO:0051841
host defense	positive regulation by host of defense-related symbiont MAP kinase-mediated signal transduction pathway	GO:0052502
host defense	positive regulation by host of nutrient release from symbiont	GO:0052519
host defense	positive regulation by host of symbiont G-protein coupled receptor protein signal transduction	GO:0075088
host defense	positive regulation by host of symbiont adenylate cyclase activity	GO:0075076
host defense	positive regulation by host of symbiont adenylate cyclase-mediated signal transduction	GO:0075333
host defense	positive regulation by host of symbiont cAMP-mediated signal transduction	GO:0075206
host defense	positive regulation by host of symbiont calcium or calmodulin-mediated signal transduction	GO:0075104
host defense	positive regulation by host of symbiont catalytic activity	GO:0043947
host defense	positive regulation by host of symbiont defense response	GO:0052197
host defense	positive regulation by host of symbiont phagocytosis	GO:0052521
host defense	positive regulation by host of symbiont protein kinase-mediated signal transduction	GO:0075100
host defense	positive regulation by host of symbiont receptor-mediated signal transduction	GO:0075079
host defense	positive regulation by host of symbiont signal transduction mediated by G-protein alpha subunit	GO:0075091
host defense	positive regulation by host of symbiont signal transduction mediated by G-protein beta subunit	GO:0075094
host defense	positive regulation by host of symbiont signal transduction mediated by G-protein gamma subunit	GO:0075097
host defense	positive regulation by host of symbiont signal transduction pathway	GO:0052525
host defense	positive regulation by host of symbiont transmembrane receptor-mediated cAMP signal transduction	GO:0075085
host defense	positive regulation by host of symbiont transmembrane receptor-mediated signal transduction	GO:0075082
host defense	positive regulation by host of viral transcription	GO:0043923
host defense	positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction	GO:0052501
host defense	positive regulation by organism of defense response of other organism involved in symbiotic interaction	GO:0052510
host defense	positive regulation by organism of defense-related MAP kinase-mediated signal transduction pathway in other organism involved in symbiotic interaction	GO:0052276
host defense	positive regulation by organism of defense-related calcium ion flux in other organism involved in symbiotic interaction	GO:0052065
host defense	positive regulation by organism of defense-related calcium-dependent protein kinase pathway in other organism involved in symbiotic interaction	GO:0052287
host defense	positive regulation by organism of defense-related callose deposition in other organism involved in symbiotic interaction	GO:0052291
host defense	positive regulation by organism of defense-related cell wall callose deposition in other organism involved in symbiotic interaction	GO:0052292
host defense	positive regulation by organism of defense-related cell wall thickening in other organism involved in symbiotic interaction	GO:0052538
host defense	positive regulation by organism of defense-related ethylene-mediated signal transduction pathway in other organism involved in symbiotic interaction	GO:0052269
host defense	positive regulation by organism of defense-related jasmonic acid-mediated signal transduction pathway in other organism involved in symbiotic interaction	GO:0052271
host defense	positive regulation by organism of defense-related nitric oxide production in other organism involved in symbiotic interaction	GO:0052345
host defense	positive regulation by organism of defense-related reactive oxygen species production in other organism involved in symbiotic interaction	GO:0052348
host defense	positive regulation by organism of defense-related salicylic acid-mediated signal transduction pathway in other organism involved in symbiotic interaction	GO:0052270
host defense	positive regulation by organism of defense-related symbiont calcium ion flux	GO:0052531
host defense	positive regulation by organism of defense-related symbiont calcium-dependent protein kinase pathway	GO:0052503
host defense	positive regulation by organism of defense-related symbiont callose deposition	GO:0052504
host defense	positive regulation by organism of defense-related symbiont cell wall callose deposition	GO:0052505
host defense	positive regulation by organism of defense-related symbiont cell wall thickening	GO:0052540
host defense	positive regulation by organism of defense-related symbiont ethylene-mediated signal transduction pathway	GO:0052506
host defense	positive regulation by organism of defense-related symbiont jasmonic acid-mediated signal transduction pathway	GO:0052507
host defense	positive regulation by organism of defense-related symbiont nitric oxide production	GO:0052346
host defense	positive regulation by organism of defense-related symbiont reactive oxygen species production	GO:0052349
host defense	positive regulation by organism of defense-related symbiont salicylic acid-mediated signal transduction pathway	GO:0052508
hormone metabolism	C21-steroid hormone biosynthetic process	GO:0006700
hormone metabolism	C21-steroid hormone catabolic process	GO:0008208
hormone metabolism	C21-steroid hormone metabolic process	GO:0008207
hormone metabolism	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397
hormone metabolism	activation of prostate induction by androgen receptor signaling pathway	GO:0060520
hormone metabolism	aldosterone biosynthetic process	GO:0032342
hormone metabolism	aldosterone catabolic process	GO:0032343
hormone metabolism	aldosterone metabolic process	GO:0032341
hormone metabolism	aldosterone secretion	GO:0035932
hormone metabolism	androgen biosynthetic process	GO:0006702
hormone metabolism	androgen catabolic process	GO:0006710
hormone metabolism	androgen metabolic process	GO:0008209
hormone metabolism	androgen receptor signaling pathway	GO:0030521
hormone metabolism	androgen secretion	GO:0035935
hormone metabolism	androstenedione secretion	GO:0035941
hormone metabolism	cellular hormone metabolic process	GO:0034754
hormone metabolism	cellular response to corticotropin-releasing hormone stimulus	GO:0071376
hormone metabolism	cellular response to follicle-stimulating hormone stimulus	GO:0071372
hormone metabolism	cellular response to gonadotropin-releasing hormone	GO:0097211
hormone metabolism	cellular response to growth hormone stimulus	GO:0071378
hormone metabolism	cellular response to hormone stimulus	GO:0032870
hormone metabolism	cellular response to luteinizing hormone stimulus	GO:0071373
hormone metabolism	cellular response to parathyroid hormone stimulus	GO:0071374
hormone metabolism	cellular response to peptide hormone stimulus	GO:0071375
hormone metabolism	cellular response to steroid hormone stimulus	GO:0071383
hormone metabolism	cellular response to thyroid hormone stimulus	GO:0097067
hormone metabolism	corticosteroid hormone secretion	GO:0035930
hormone metabolism	corticotropin hormone secreting cell development	GO:0060131
hormone metabolism	corticotropin hormone secreting cell differentiation	GO:0060128
hormone metabolism	corticotropin-releasing hormone secretion	GO:0043396
hormone metabolism	detection of glucocorticoid hormone stimulus	GO:0051468
hormone metabolism	detection of hormone stimulus	GO:0009720
hormone metabolism	detection of steroid hormone stimulus	GO:0051467
hormone metabolism	endocrine hormone secretion	GO:0060986
hormone metabolism	follicle-stimulating hormone secretion	GO:0046884
hormone metabolism	follicle-stimulating hormone signaling pathway	GO:0042699
hormone metabolism	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	GO:0021828
hormone metabolism	growth hormone receptor signaling pathway	GO:0060396
hormone metabolism	growth hormone secretion	GO:0030252
hormone metabolism	hormone biosynthetic process	GO:0042446
hormone metabolism	hormone catabolic process	GO:0042447
hormone metabolism	hormone metabolic process	GO:0042445
hormone metabolism	hormone secretion	GO:0046879
hormone metabolism	hormone transport	GO:0009914
hormone metabolism	hormone-mediated signaling pathway	GO:0009755
hormone metabolism	intracellular steroid hormone receptor signaling pathway	GO:0030518
hormone metabolism	juvenile hormone binding	GO:0005500
hormone metabolism	juvenile hormone biosynthetic process	GO:0006718
hormone metabolism	juvenile hormone catabolic process	GO:0006719
hormone metabolism	juvenile hormone mediated signaling pathway	GO:0035626
hormone metabolism	juvenile hormone metabolic process	GO:0006716
hormone metabolism	juvenile hormone secretion	GO:0045443
hormone metabolism	luteinizing hormone secretion	GO:0032275
hormone metabolism	luteinizing hormone signaling pathway	GO:0042700
hormone metabolism	melanocyte-stimulating hormone secretion	GO:0036160
hormone metabolism	modulation by organism of hormone or growth regulator levels in other organism involved in symbiotic interaction	GO:0052186
hormone metabolism	negative regulation of corticosteroid hormone secretion	GO:2000847
hormone metabolism	negative regulation of corticotropin-releasing hormone receptor activity	GO:1900011
hormone metabolism	negative regulation of corticotropin-releasing hormone secretion	GO:0051465
hormone metabolism	negative regulation of estradiol secretion	GO:2000865
hormone metabolism	negative regulation of estrogen receptor binding	GO:0071899
hormone metabolism	negative regulation of estrogen secretion	GO:2000862
hormone metabolism	negative regulation of estrone secretion	GO:2000868
hormone metabolism	negative regulation of follicle-stimulating hormone secretion	GO:0046882
hormone metabolism	negative regulation of growth hormone receptor signaling pathway	GO:0060400
hormone metabolism	negative regulation of growth hormone secretion	GO:0060125
hormone metabolism	negative regulation of hormone biosynthetic process	GO:0032353
hormone metabolism	negative regulation of hormone metabolic process	GO:0032351
hormone metabolism	negative regulation of hormone secretion	GO:0046888
hormone metabolism	negative regulation of intracellular steroid hormone receptor signaling pathway	GO:0033144
hormone metabolism	negative regulation of juvenile hormone biosynthetic process	GO:0045968
hormone metabolism	negative regulation of juvenile hormone catabolic process	GO:0045970
hormone metabolism	negative regulation of juvenile hormone metabolic process	GO:0045928
hormone metabolism	negative regulation of juvenile hormone secretion	GO:0045972
hormone metabolism	negative regulation of luteinizing hormone secretion	GO:0033685
hormone metabolism	negative regulation of parathyroid hormone secretion	GO:2000829
hormone metabolism	negative regulation of peptide hormone processing	GO:0060570
hormone metabolism	negative regulation of peptide hormone secretion	GO:0090278
hormone metabolism	negative regulation of steroid hormone biosynthetic process	GO:0090032
hormone metabolism	negative regulation of steroid hormone secretion	GO:2000832
hormone metabolism	negative regulation of thyroid hormone generation	GO:2000610
hormone metabolism	negative regulation of thyroid hormone mediated signaling pathway	GO:0002156
hormone metabolism	negative regulation of thyroid-stimulating hormone secretion	GO:2000613
hormone metabolism	parathyroid hormone secretion	GO:0035898
hormone metabolism	peptide hormone processing	GO:0016486
hormone metabolism	peptide hormone secretion	GO:0030072
hormone metabolism	positive regulation by organism of hormone or growth regulator levels in other organism involved in symbiotic interaction	GO:0052513
hormone metabolism	positive regulation of corticosteroid hormone secretion	GO:2000848
hormone metabolism	positive regulation of corticotropin-releasing hormone receptor activity	GO:1900012
hormone metabolism	positive regulation of corticotropin-releasing hormone secretion	GO:0051466
hormone metabolism	positive regulation of follicle-stimulating hormone secretion	GO:0046881
hormone metabolism	positive regulation of growth hormone receptor signaling pathway	GO:0060399
hormone metabolism	positive regulation of growth hormone secretion	GO:0060124
hormone metabolism	positive regulation of hormone biosynthetic process	GO:0046886
hormone metabolism	positive regulation of hormone metabolic process	GO:0032352
hormone metabolism	positive regulation of hormone secretion	GO:0046887
hormone metabolism	positive regulation of intracellular steroid hormone receptor signaling pathway	GO:0033145
hormone metabolism	positive regulation of juvenile hormone biosynthetic process	GO:0045969
hormone metabolism	positive regulation of juvenile hormone catabolic process	GO:0045971
hormone metabolism	positive regulation of juvenile hormone metabolic process	GO:0045929
hormone metabolism	positive regulation of juvenile hormone secretion	GO:0045973
hormone metabolism	positive regulation of luteinizing hormone secretion	GO:0033686
hormone metabolism	positive regulation of parathyroid hormone secretion	GO:2000830
hormone metabolism	positive regulation of peptide hormone processing	GO:0060569
hormone metabolism	positive regulation of peptide hormone secretion	GO:0090277
hormone metabolism	positive regulation of steroid hormone biosynthetic process	GO:0090031
hormone metabolism	positive regulation of steroid hormone secretion	GO:2000833
hormone metabolism	positive regulation of thyroid hormone generation	GO:2000611
hormone metabolism	positive regulation of thyroid hormone mediated signaling pathway	GO:0002157
hormone metabolism	positive regulation of thyroid-stimulating hormone secretion	GO:2000614
hormone metabolism	regulation of corticosteroid hormone secretion	GO:2000846
hormone metabolism	regulation of corticotropin-releasing hormone receptor activity	GO:1900010
hormone metabolism	regulation of corticotropin-releasing hormone secretion	GO:0043397
hormone metabolism	regulation of ecdysteroid biosynthetic process	GO:0007554
hormone metabolism	regulation of ecdysteroid metabolic process	GO:0007553
hormone metabolism	regulation of ecdysteroid secretion	GO:0007555
hormone metabolism	regulation of ergosterol biosynthetic process	GO:0032443
hormone metabolism	regulation of estradiol secretion	GO:2000864
hormone metabolism	regulation of estrogen receptor binding	GO:0071898
hormone metabolism	regulation of estrogen secretion	GO:2000861
hormone metabolism	regulation of estrone secretion	GO:2000867
hormone metabolism	regulation of follicle-stimulating hormone secretion	GO:0046880
hormone metabolism	regulation of growth hormone receptor signaling pathway	GO:0060398
hormone metabolism	regulation of growth hormone secretion	GO:0060123
hormone metabolism	regulation of hormone biosynthetic process	GO:0046885
hormone metabolism	regulation of hormone levels	GO:0010817
hormone metabolism	regulation of hormone metabolic process	GO:0032350
hormone metabolism	regulation of hormone secretion	GO:0046883
hormone metabolism	regulation of intracellular estrogen receptor signaling pathway	GO:0033146
hormone metabolism	regulation of intracellular steroid hormone receptor signaling pathway	GO:0033143
hormone metabolism	regulation of juvenile hormone biosynthetic process	GO:0007557
hormone metabolism	regulation of juvenile hormone catabolic process	GO:0045952
hormone metabolism	regulation of juvenile hormone metabolic process	GO:0007556
hormone metabolism	regulation of juvenile hormone secretion	GO:0007558
hormone metabolism	regulation of luteinizing hormone secretion	GO:0033684
hormone metabolism	regulation of parathyroid hormone secretion	GO:2000828
hormone metabolism	regulation of peptide hormone processing	GO:0060568
hormone metabolism	regulation of peptide hormone secretion	GO:0090276
hormone metabolism	regulation of steroid hormone biosynthetic process	GO:0090030
hormone metabolism	regulation of steroid hormone secretion	GO:2000831
hormone metabolism	regulation of thyroid hormone generation	GO:2000609
hormone metabolism	regulation of thyroid hormone mediated signaling pathway	GO:0002155
hormone metabolism	regulation of thyroid-stimulating hormone secretion	GO:2000612
hormone metabolism	response to corticotropin-releasing hormone	GO:0043435
hormone metabolism	response to follicle-stimulating hormone	GO:0032354
hormone metabolism	response to gonadotropin-releasing hormone	GO:0097210
hormone metabolism	response to growth hormone	GO:0060416
hormone metabolism	response to hormone	GO:0009725
hormone metabolism	response to luteinizing hormone	GO:0034699
hormone metabolism	response to parathyroid hormone	GO:0071107
hormone metabolism	response to peptide hormone	GO:0043434
hormone metabolism	response to steroid hormone	GO:0048545
hormone metabolism	response to thyroid hormone	GO:0097066
hormone metabolism	signal initiation by peptide hormone	GO:0023055
histone dynamics	S phase-specific histone modification	GO:0006324
histone dynamics	histone H2A K63-linked deubiquitination	GO:0070537
histone dynamics	histone H2A K63-linked ubiquitination	GO:0070535
histone dynamics	histone H2A acetylation	GO:0043968
histone dynamics	histone H2A monoubiquitination	GO:0035518
histone dynamics	histone H2A ubiquitination	GO:0033522
histone dynamics	histone H2A-H2B dimer displacement	GO:0001208
histone dynamics	histone H2A-K5 acetylation	GO:0043977
histone dynamics	histone H2A-K9 acetylation	GO:0043978
histone dynamics	histone H2A-S1 phosphorylation	GO:0043990
histone dynamics	histone H2A-S121 phosphorylation	GO:0072370
histone dynamics	histone H2A-S139 phosphorylation	GO:0035978
histone dynamics	histone H2B acetylation	GO:0043969
histone dynamics	histone H2B conserved C-terminal lysine deubiquitination	GO:0035616
histone dynamics	histone H2B conserved C-terminal lysine ubiquitination	GO:0071894
histone dynamics	histone H2B ubiquitination	GO:0033523
histone dynamics	histone H2B-K12 acetylation	GO:0043980
histone dynamics	histone H2B-K5 acetylation	GO:0043979
histone dynamics	histone H2B-S14 phosphorylation	GO:0043991
histone dynamics	histone H3 acetylation	GO:0043966
histone dynamics	histone H3 deacetylation	GO:0070932
histone dynamics	histone H3-K14 acetylation	GO:0044154
histone dynamics	histone H3-K18 acetylation	GO:0043971
histone dynamics	histone H3-K23 acetylation	GO:0043972
histone dynamics	histone H3-K27 acetylation	GO:0043974
histone dynamics	histone H3-K27 demethylation	GO:0071557
histone dynamics	histone H3-K27 methylation	GO:0070734
histone dynamics	histone H3-K36 acetylation	GO:0043975
histone dynamics	histone H3-K36 demethylation	GO:0070544
histone dynamics	histone H3-K36 methylation	GO:0010452
histone dynamics	histone H3-K36 trimethylation	GO:0097198
histone dynamics	histone H3-K4 acetylation	GO:0043973
histone dynamics	histone H3-K4 demethylation	GO:0034720
histone dynamics	histone H3-K4 demethylation, trimethyl-H3-K4-specific	GO:0034721
histone dynamics	histone H3-K4 dimethylation	GO:0044648
histone dynamics	histone H3-K4 methylation	GO:0051568
histone dynamics	histone H3-K4 trimethylation	GO:0080182
histone dynamics	histone H3-K56 acetylation	GO:0097043
histone dynamics	histone H3-K56 deacetylation	GO:0071572
histone dynamics	histone H3-K79 acetylation	GO:0043976
histone dynamics	histone H3-K79 methylation	GO:0034729
histone dynamics	histone H3-K9 acetylation	GO:0043970
histone dynamics	histone H3-K9 demethylation	GO:0033169
histone dynamics	histone H3-K9 dimethylation	GO:0036123
histone dynamics	histone H3-K9 methylation	GO:0051567
histone dynamics	histone H3-K9 trimethylation	GO:0036124
histone dynamics	histone H3-R17 methylation	GO:0034971
histone dynamics	histone H3-R2 demethylation	GO:0070078
histone dynamics	histone H3-R2 methylation	GO:0034970
histone dynamics	histone H3-R26 methylation	GO:0034972
histone dynamics	histone H3-S10 phosphorylation	GO:0043987
histone dynamics	histone H3-S10 phosphorylation involved in chromosome condensation	GO:2000775
histone dynamics	histone H3-S28 phosphorylation	GO:0043988
histone dynamics	histone H3-T11 phosphorylation	GO:0035407
histone dynamics	histone H3-T3 phosphorylation	GO:0072355
histone dynamics	histone H3-T3 phosphorylation involved in chromosome passenger complex localization to kinetochore	GO:2000751
histone dynamics	histone H3-T6 phosphorylation	GO:0035408
histone dynamics	histone H3-Y41 phosphorylation	GO:0035409
histone dynamics	histone H4 acetylation	GO:0043967
histone dynamics	histone H4 deacetylation	GO:0070933
histone dynamics	histone H4-K12 acetylation	GO:0043983
histone dynamics	histone H4-K16 acetylation	GO:0043984
histone dynamics	histone H4-K20 demethylation	GO:0035574
histone dynamics	histone H4-K20 dimethylation	GO:0034772
histone dynamics	histone H4-K20 methylation	GO:0034770
histone dynamics	histone H4-K20 monomethylation	GO:0034771
histone dynamics	histone H4-K20 trimethylation	GO:0034773
histone dynamics	histone H4-K5 acetylation	GO:0043981
histone dynamics	histone H4-K8 acetylation	GO:0043982
histone dynamics	histone H4-R3 demethylation	GO:0070079
histone dynamics	histone H4-R3 methylation	GO:0043985
histone dynamics	histone H4-S1 phosphorylation	GO:0043989
histone dynamics	histone acetylation	GO:0016573
histone dynamics	histone arginine demethylation	GO:0070077
histone dynamics	histone arginine methylation	GO:0034969
histone dynamics	histone biotinylation	GO:0071110
histone dynamics	histone catabolic process	GO:0036205
histone dynamics	histone deacetylation	GO:0016575
histone dynamics	histone deacetylation at centromere	GO:0031059
histone dynamics	histone demethylation	GO:0016577
histone dynamics	histone dephosphorylation	GO:0016576
histone dynamics	histone deubiquitination	GO:0016578
histone dynamics	histone displacement	GO:0001207
histone dynamics	histone exchange	GO:0043486
histone dynamics	histone lysine demethylation	GO:0070076
histone dynamics	histone lysine methylation	GO:0034968
histone dynamics	histone mRNA 3'-end processing	GO:0006398
histone dynamics	histone mRNA catabolic process	GO:0071044
histone dynamics	histone mRNA metabolic process	GO:0008334
histone dynamics	histone methylation	GO:0016571
histone dynamics	histone modification	GO:0016570
histone dynamics	histone monoubiquitination	GO:0010390
histone dynamics	histone peptidyl-prolyl isomerization	GO:0000412
histone dynamics	histone phosphorylation	GO:0016572
histone dynamics	histone ubiquitination	GO:0016574
histone dynamics	histone-serine phosphorylation	GO:0035404
histone dynamics	histone-threonine phosphorylation	GO:0035405
histone dynamics	histone-tyrosine phosphorylation	GO:0035406
histone dynamics	monoubiquitinated histone H2A deubiquitination	GO:0035522
histone dynamics	monoubiquitinated histone deubiquitination	GO:0035521
histone dynamics	negative regulation of histone H2A K63-linked ubiquitination	GO:1901315
histone dynamics	negative regulation of histone H2B conserved C-terminal lysine ubiquitination	GO:2001174
histone dynamics	negative regulation of histone H2B ubiquitination	GO:2001167
histone dynamics	negative regulation of histone H3-K14 acetylation	GO:0071441
histone dynamics	negative regulation of histone H3-K27 methylation	GO:0061086
histone dynamics	negative regulation of histone H3-K36 methylation	GO:0000415
histone dynamics	negative regulation of histone H3-K36 trimethylation	GO:2001254
histone dynamics	negative regulation of histone H3-K4 methylation	GO:0051572
histone dynamics	negative regulation of histone H3-K79 methylation	GO:2001161
histone dynamics	negative regulation of histone H3-K9 acetylation	GO:2000616
histone dynamics	negative regulation of histone H3-K9 dimethylation	GO:1900110
histone dynamics	negative regulation of histone H3-K9 methylation	GO:0051573
histone dynamics	negative regulation of histone H3-K9 trimethylation	GO:1900113
histone dynamics	negative regulation of histone H4 acetylation	GO:0090241
histone dynamics	negative regulation of histone H4-K16 acetylation	GO:2000619
histone dynamics	negative regulation of histone H4-K20 methylation	GO:0070511
histone dynamics	negative regulation of histone acetylation	GO:0035067
histone dynamics	negative regulation of histone deacetylation	GO:0031064
histone dynamics	negative regulation of histone deacetylation at centromere	GO:0031067
histone dynamics	negative regulation of histone exchange	GO:1900050
histone dynamics	negative regulation of histone gene expression	GO:0036208
histone dynamics	negative regulation of histone methylation	GO:0031061
histone dynamics	negative regulation of histone modification	GO:0031057
histone dynamics	negative regulation of histone phosphorylation	GO:0033128
histone dynamics	negative regulation of histone ubiquitination	GO:0033183
histone dynamics	nuclear histone mRNA catabolic process	GO:0071045
histone dynamics	positive regulation of histone H2A K63-linked ubiquitination	GO:1901316
histone dynamics	positive regulation of histone H2B conserved C-terminal lysine ubiquitination	GO:2001175
histone dynamics	positive regulation of histone H2B ubiquitination	GO:2001168
histone dynamics	positive regulation of histone H3-K14 acetylation	GO:0071442
histone dynamics	positive regulation of histone H3-K27 methylation	GO:0061087
histone dynamics	positive regulation of histone H3-K36 methylation	GO:0000416
histone dynamics	positive regulation of histone H3-K36 trimethylation	GO:2001255
histone dynamics	positive regulation of histone H3-K4 methylation	GO:0051571
histone dynamics	positive regulation of histone H3-K79 methylation	GO:2001162
histone dynamics	positive regulation of histone H3-K9 acetylation	GO:2000617
histone dynamics	positive regulation of histone H3-K9 dimethylation	GO:1900111
histone dynamics	positive regulation of histone H3-K9 methylation	GO:0051574
histone dynamics	positive regulation of histone H3-K9 trimethylation	GO:1900114
histone dynamics	positive regulation of histone H4 acetylation	GO:0090240
histone dynamics	positive regulation of histone H4-K16 acetylation	GO:2000620
histone dynamics	positive regulation of histone H4-K20 methylation	GO:0070512
histone dynamics	positive regulation of histone acetylation	GO:0035066
histone dynamics	positive regulation of histone deacetylation	GO:0031065
histone dynamics	positive regulation of histone deacetylation at centromere	GO:0031068
histone dynamics	positive regulation of histone exchange	GO:1900051
histone dynamics	positive regulation of histone gene expression	GO:0036207
histone dynamics	positive regulation of histone methylation	GO:0031062
histone dynamics	positive regulation of histone modification	GO:0031058
histone dynamics	positive regulation of histone phosphorylation	GO:0033129
histone dynamics	positive regulation of histone ubiquitination	GO:0033184
histone dynamics	regulation of histone H2A K63-linked ubiquitination	GO:1901314
histone dynamics	regulation of histone H2B conserved C-terminal lysine ubiquitination	GO:2001173
histone dynamics	regulation of histone H2B ubiquitination	GO:2001166
histone dynamics	regulation of histone H3-K14 acetylation	GO:0071440
histone dynamics	regulation of histone H3-K27 methylation	GO:0061085
histone dynamics	regulation of histone H3-K36 methylation	GO:0000414
histone dynamics	regulation of histone H3-K36 trimethylation	GO:2001253
histone dynamics	regulation of histone H3-K4 methylation	GO:0051569
histone dynamics	regulation of histone H3-K79 methylation	GO:2001160
histone dynamics	regulation of histone H3-K9 acetylation	GO:2000615
histone dynamics	regulation of histone H3-K9 dimethylation	GO:1900109
histone dynamics	regulation of histone H3-K9 methylation	GO:0051570
histone dynamics	regulation of histone H3-K9 trimethylation	GO:1900112
histone dynamics	regulation of histone H3-T3 phosphorylation	GO:2000281
histone dynamics	regulation of histone H3-T3 phosphorylation involved in chromosome passenger complex localization to kinetochore	GO:2000817
histone dynamics	regulation of histone H4 acetylation	GO:0090239
histone dynamics	regulation of histone H4-K16 acetylation	GO:2000618
histone dynamics	regulation of histone H4-K20 methylation	GO:0070510
histone dynamics	regulation of histone acetylation	GO:0035065
histone dynamics	regulation of histone deacetylation	GO:0031063
histone dynamics	regulation of histone deacetylation at centromere	GO:0031066
histone dynamics	regulation of histone exchange	GO:1900049
histone dynamics	regulation of histone gene expression	GO:0036206
histone dynamics	regulation of histone methylation	GO:0031060
histone dynamics	regulation of histone modification	GO:0031056
histone dynamics	regulation of histone phosphorylation	GO:0033127
histone dynamics	regulation of histone ubiquitination	GO:0033182
hindbrain development	hindbrain development	GO:0030902
hindbrain development	hindbrain formation	GO:0021576
hindbrain development	hindbrain maturation	GO:0021578
hindbrain development	hindbrain morphogenesis	GO:0021575
hindbrain development	hindbrain structural organization	GO:0021577
hindbrain development	hindbrain tangential cell migration	GO:0021934
hindbrain development	hindbrain-spinal cord boundary formation	GO:0021906
hepatocyte	regulation of hepatocyte differentiation	GO:0070366
hepatocyte	regulation of hepatocyte growth factor biosynthetic process	GO:0048176
hepatocyte	regulation of hepatocyte growth factor production	GO:0032646
hepatocyte	regulation of hepatocyte proliferation	GO:2000345
