RCV_ID	RCV_NAME	GO_ID	GO_NAME	STATUS
RCV_000202	insulin metabolism	GO_1901144	insulin biosynthetic process	1
RCV_000202	insulin metabolism	GO_1901143	insulin catabolic process	1
RCV_000202	insulin metabolism	GO_1901142	insulin metabolic process	1
RCV_000202	insulin metabolism	GO_0030070	insulin processing	1
RCV_000202	insulin metabolism	GO_0038016	insulin receptor internalization	1
RCV_000202	insulin metabolism	GO_0038020	insulin receptor recycling	1
RCV_000202	insulin metabolism	GO_0008286	insulin receptor signaling pathway	1
RCV_000202	insulin metabolism	GO_1901047	insulin receptor signaling pathway involved in determination of adult lifespan	1
RCV_000202	insulin metabolism	GO_0038028	insulin receptor signaling pathway via phosphatidylinositol 3-kinase	1
RCV_000202	insulin metabolism	GO_0030073	insulin secretion	1
RCV_000202	insulin metabolism	GO_0035773	insulin secretion involved in cellular response to glucose stimulus	1
RCV_000202	insulin metabolism	GO_0048009	insulin-like growth factor receptor signaling pathway	1
RCV_000203	integrin pathway	GO_0045114	beta 2 integrin biosynthetic process	1
RCV_000203	integrin pathway	GO_0033622	integrin activation	1
RCV_000203	integrin pathway	GO_0045112	integrin biosynthetic process	1
RCV_000203	integrin pathway	GO_0007229	integrin-mediated signaling pathway	1
RCV_000203	integrin pathway	GO_0033623	regulation of integrin activation	1
RCV_000203	integrin pathway	GO_0045113	regulation of integrin biosynthetic process	1
RCV_000203	integrin pathway	GO_2001044	regulation of integrin-mediated signaling pathway	1
RCV_000204	interaction with host	GO_0051701	interaction with host	1
RCV_000204	interaction with host	GO_0085010	interaction with host mediated by secreted substance entering host via endocytosis	1
RCV_000204	interaction with host	GO_0085002	interaction with host mediated by secreted substance released by symbiont from symbiotic structure	1
RCV_000204	interaction with host	GO_0085009	interaction with host mediated by symbiont secreted substance released from Maurer's cleft	1
RCV_000204	interaction with host	GO_0085006	interaction with host mediated by symbiont secreted substance released from symbiont-containing vacuole	1
RCV_000204	interaction with host	GO_0085011	interaction with host via protein secreted by Sec complex	1
RCV_000204	interaction with host	GO_0085012	interaction with host via protein secreted by Tat complex	1
RCV_000204	interaction with host	GO_0044047	interaction with host via protein secreted by type I secretion system	1
RCV_000204	interaction with host	GO_0052051	interaction with host via protein secreted by type II secretion system	1
RCV_000204	interaction with host	GO_0052049	interaction with host via protein secreted by type III secretion system	1
RCV_000204	interaction with host	GO_0044048	interaction with host via protein secreted by type V secretion system	1
RCV_000204	interaction with host	GO_0044049	interaction with host via protein secreted by type VI secretion system	1
RCV_000204	interaction with host	GO_0085013	interaction with host via protein secreted by type VII secretion system	1
RCV_000204	interaction with host	GO_0052048	interaction with host via secreted substance involved in symbiotic interaction	1
RCV_000204	interaction with host	GO_0085004	interaction with host via secreted substance released from haustorium	1
RCV_000204	interaction with host	GO_0085005	interaction with host via secreted substance released from invasive hyphae	1
RCV_000204	interaction with host	GO_0085008	interaction with host via secreted substance released from microneme	1
RCV_000204	interaction with host	GO_0085007	interaction with host via secreted substance released from rhoptry	1
RCV_000204	interaction with host	GO_0085003	interaction with host via secreted substance released from stylet	1
RCV_000204	interaction with host	GO_0044045	interaction with host via substance in symbiont cell outer membrane	1
RCV_000204	interaction with host	GO_0044044	interaction with host via substance in symbiont surface	1
RCV_000204	interaction with host	GO_0044052	interaction with host via substance released by membrane budding	1
RCV_000204	interaction with host	GO_0044050	interaction with host via substance released by sporangium lysis	1
RCV_000204	interaction with host	GO_0044051	interaction with host via substance released by symbiont cytolysis	1
RCV_000204	interaction with host	GO_0044046	interaction with host via substance released outside of symbiont	1
RCV_000204	interaction with host	GO_0052050	interaction with host via substance secreted by type IV secretion system	1
RCV_000205	interaction with symbiont	GO_0052211	interaction with other organism via protein secreted by type II secretion system involved in symbiotic interaction	1
RCV_000205	interaction with symbiont	GO_0052210	interaction with other organism via protein secreted by type III secretion system involved in symbiotic interaction	1
RCV_000205	interaction with symbiont	GO_0052047	interaction with other organism via secreted substance involved in symbiotic interaction	1
RCV_000205	interaction with symbiont	GO_0052209	interaction with other organism via substance secreted by type IV secretion system involved in symbiotic interaction	1
RCV_000205	interaction with symbiont	GO_0051702	interaction with symbiont	1
RCV_000205	interaction with symbiont	GO_0052327	interaction with symbiont via protein secreted by type II secretion system	1
RCV_000205	interaction with symbiont	GO_0052328	interaction with symbiont via protein secreted by type III secretion system	1
RCV_000205	interaction with symbiont	GO_0052326	interaction with symbiont via protein secreted by type IV secretion system	1
RCV_000205	interaction with symbiont	GO_0052213	interaction with symbiont via secreted substance involved in symbiotic interaction	1
RCV_000206	interferon	GO_0019961	interferon binding	1
RCV_000206	interferon	GO_0045349	interferon-alpha biosynthetic process	1
RCV_000206	interferon	GO_0032607	interferon-alpha production	1
RCV_000206	interferon	GO_0072642	interferon-alpha secretion	1
RCV_000206	interferon	GO_0045350	interferon-beta biosynthetic process	1
RCV_000206	interferon	GO_0032608	interferon-beta production	1
RCV_000206	interferon	GO_0035546	interferon-beta secretion	1
RCV_000206	interferon	GO_0072645	interferon-delta production	1
RCV_000206	interferon	GO_0072646	interferon-delta secretion	1
RCV_000206	interferon	GO_0072647	interferon-epsilon production	1
RCV_000206	interferon	GO_0072648	interferon-epsilon secretion	1
RCV_000206	interferon	GO_0042095	interferon-gamma biosynthetic process	1
RCV_000206	interferon	GO_0032609	interferon-gamma production	1
RCV_000206	interferon	GO_0072643	interferon-gamma secretion	1
RCV_000206	interferon	GO_0060333	interferon-gamma-mediated signaling pathway	1
RCV_000206	interferon	GO_0072649	interferon-kappa production	1
RCV_000206	interferon	GO_0072650	interferon-kappa secretion	1
RCV_000206	interferon	GO_0072653	interferon-omega production	1
RCV_000206	interferon	GO_0072654	interferon-omega secretion	1
RCV_000206	interferon	GO_0072651	interferon-tau production	1
RCV_000206	interferon	GO_0072652	interferon-tau secretion	1
RCV_000206	interferon	GO_0045356	positive regulation of interferon-alpha biosynthetic process	1
RCV_000206	interferon	GO_0032727	positive regulation of interferon-alpha production	1
RCV_000206	interferon	GO_0045359	positive regulation of interferon-beta biosynthetic process	1
RCV_000206	interferon	GO_0032728	positive regulation of interferon-beta production	1
RCV_000206	interferon	GO_0035549	positive regulation of interferon-beta secretion	1
RCV_000206	interferon	GO_0045078	positive regulation of interferon-gamma biosynthetic process	1
RCV_000206	interferon	GO_0032729	positive regulation of interferon-gamma production	1
RCV_000206	interferon	GO_0060335	positive regulation of interferon-gamma-mediated signaling pathway	1
RCV_000206	interferon	GO_0045351	type I interferon biosynthetic process	1
RCV_000206	interferon	GO_0032606	type I interferon production	1
RCV_000206	interferon	GO_0072641	type I interferon secretion	1
RCV_000206	interferon	GO_0060337	type I interferon signaling pathway	1
RCV_000206	interferon	GO_0034343	type III interferon production	1
RCV_000206	interferon	GO_0072644	type III interferon secretion	1
RCV_000207	interleukin	GO_0050719	interleukin-1 alpha biosynthetic process	1
RCV_000207	interleukin	GO_0032610	interleukin-1 alpha production	1
RCV_000207	interleukin	GO_0050703	interleukin-1 alpha secretion	1
RCV_000207	interleukin	GO_0050720	interleukin-1 beta biosynthetic process	1
RCV_000207	interleukin	GO_0032611	interleukin-1 beta production	1
RCV_000207	interleukin	GO_0050702	interleukin-1 beta secretion	1
RCV_000207	interleukin	GO_0042222	interleukin-1 biosynthetic process	1
RCV_000207	interleukin	GO_0032612	interleukin-1 production	1
RCV_000207	interleukin	GO_0050701	interleukin-1 secretion	1
RCV_000207	interleukin	GO_0070498	interleukin-1-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042091	interleukin-10 biosynthetic process	1
RCV_000207	interleukin	GO_0032613	interleukin-10 production	1
RCV_000207	interleukin	GO_0072608	interleukin-10 secretion	1
RCV_000207	interleukin	GO_0042230	interleukin-11 biosynthetic process	1
RCV_000207	interleukin	GO_0032614	interleukin-11 production	1
RCV_000207	interleukin	GO_0072609	interleukin-11 secretion	1
RCV_000207	interleukin	GO_0038154	interleukin-11-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042090	interleukin-12 biosynthetic process	1
RCV_000207	interleukin	GO_0032615	interleukin-12 production	1
RCV_000207	interleukin	GO_0072610	interleukin-12 secretion	1
RCV_000207	interleukin	GO_0035722	interleukin-12-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042231	interleukin-13 biosynthetic process	1
RCV_000207	interleukin	GO_0032616	interleukin-13 production	1
RCV_000207	interleukin	GO_0072611	interleukin-13 secretion	1
RCV_000207	interleukin	GO_0035772	interleukin-13-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042232	interleukin-14 biosynthetic process	1
RCV_000207	interleukin	GO_0032617	interleukin-14 production	1
RCV_000207	interleukin	GO_0072612	interleukin-14 secretion	1
RCV_000207	interleukin	GO_0042233	interleukin-15 biosynthetic process	1
RCV_000207	interleukin	GO_0032618	interleukin-15 production	1
RCV_000207	interleukin	GO_0072613	interleukin-15 secretion	1
RCV_000207	interleukin	GO_0035723	interleukin-15-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042234	interleukin-16 biosynthetic process	1
RCV_000207	interleukin	GO_0032619	interleukin-16 production	1
RCV_000207	interleukin	GO_0072614	interleukin-16 secretion	1
RCV_000207	interleukin	GO_0042235	interleukin-17 biosynthetic process	1
RCV_000207	interleukin	GO_0032620	interleukin-17 production	1
RCV_000207	interleukin	GO_0072615	interleukin-17 secretion	1
RCV_000207	interleukin	GO_0097087	interleukin-17A production	1
RCV_000207	interleukin	GO_0038173	interleukin-17A-mediated signaling pathway	1
RCV_000207	interleukin	GO_0097088	interleukin-17F production	1
RCV_000207	interleukin	GO_0042241	interleukin-18 biosynthetic process	1
RCV_000207	interleukin	GO_0032621	interleukin-18 production	1
RCV_000207	interleukin	GO_0072616	interleukin-18 secretion	1
RCV_000207	interleukin	GO_0035655	interleukin-18-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042236	interleukin-19 biosynthetic process	1
RCV_000207	interleukin	GO_0032622	interleukin-19 production	1
RCV_000207	interleukin	GO_0072617	interleukin-19 secretion	1
RCV_000207	interleukin	GO_0042094	interleukin-2 biosynthetic process	1
RCV_000207	interleukin	GO_0032623	interleukin-2 production	1
RCV_000207	interleukin	GO_0070970	interleukin-2 secretion	1
RCV_000207	interleukin	GO_0038110	interleukin-2-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042237	interleukin-20 biosynthetic process	1
RCV_000207	interleukin	GO_0032624	interleukin-20 production	1
RCV_000207	interleukin	GO_0072618	interleukin-20 secretion	1
RCV_000207	interleukin	GO_0042238	interleukin-21 biosynthetic process	1
RCV_000207	interleukin	GO_0032625	interleukin-21 production	1
RCV_000207	interleukin	GO_0072619	interleukin-21 secretion	1
RCV_000207	interleukin	GO_0038114	interleukin-21-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042239	interleukin-22 biosynthetic process	1
RCV_000207	interleukin	GO_0032626	interleukin-22 production	1
RCV_000207	interleukin	GO_0072620	interleukin-22 secretion	1
RCV_000207	interleukin	GO_0042240	interleukin-23 biosynthetic process	1
RCV_000207	interleukin	GO_0032627	interleukin-23 production	1
RCV_000207	interleukin	GO_0072621	interleukin-23 secretion	1
RCV_000207	interleukin	GO_0038155	interleukin-23-mediated signaling pathway	1
RCV_000207	interleukin	GO_0045524	interleukin-24 biosynthetic process	1
RCV_000207	interleukin	GO_0032628	interleukin-24 production	1
RCV_000207	interleukin	GO_0072622	interleukin-24 secretion	1
RCV_000207	interleukin	GO_0045525	interleukin-25 biosynthetic process	1
RCV_000207	interleukin	GO_0032629	interleukin-25 production	1
RCV_000207	interleukin	GO_0072623	interleukin-25 secretion	1
RCV_000207	interleukin	GO_0045526	interleukin-26 biosynthetic process	1
RCV_000207	interleukin	GO_0032630	interleukin-26 production	1
RCV_000207	interleukin	GO_0072624	interleukin-26 secretion	1
RCV_000207	interleukin	GO_0045527	interleukin-27 biosynthetic process	1
RCV_000207	interleukin	GO_0032631	interleukin-27 production	1
RCV_000207	interleukin	GO_0072625	interleukin-27 secretion	1
RCV_000207	interleukin	GO_0070106	interleukin-27-mediated signaling pathway	1
RCV_000207	interleukin	GO_0072627	interleukin-28A production	1
RCV_000207	interleukin	GO_0072628	interleukin-28A secretion	1
RCV_000207	interleukin	GO_0072629	interleukin-28B production	1
RCV_000207	interleukin	GO_0072630	interleukin-28B secretion	1
RCV_000207	interleukin	GO_0072631	interleukin-29 production	1
RCV_000207	interleukin	GO_0072632	interleukin-29 secretion	1
RCV_000207	interleukin	GO_0042223	interleukin-3 biosynthetic process	1
RCV_000207	interleukin	GO_0032632	interleukin-3 production	1
RCV_000207	interleukin	GO_0072601	interleukin-3 secretion	1
RCV_000207	interleukin	GO_0038156	interleukin-3-mediated signaling pathway	1
RCV_000207	interleukin	GO_0072633	interleukin-30 production	1
RCV_000207	interleukin	GO_0072634	interleukin-30 secretion	1
RCV_000207	interleukin	GO_0072635	interleukin-31 production	1
RCV_000207	interleukin	GO_0072636	interleukin-31 secretion	1
RCV_000207	interleukin	GO_0072637	interleukin-32 production	1
RCV_000207	interleukin	GO_0072638	interleukin-32 secretion	1
RCV_000207	interleukin	GO_0072639	interleukin-33 production	1
RCV_000207	interleukin	GO_0072640	interleukin-33 secretion	1
RCV_000207	interleukin	GO_0038172	interleukin-33-mediated signaling pathway	1
RCV_000207	interleukin	GO_0070749	interleukin-35 biosynthetic process	1
RCV_000207	interleukin	GO_0070753	interleukin-35 production	1
RCV_000207	interleukin	GO_0072626	interleukin-35 secretion	1
RCV_000207	interleukin	GO_0070757	interleukin-35-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042097	interleukin-4 biosynthetic process	1
RCV_000207	interleukin	GO_0032633	interleukin-4 production	1
RCV_000207	interleukin	GO_0072602	interleukin-4 secretion	1
RCV_000207	interleukin	GO_0035708	interleukin-4-dependent isotype switching to IgE isotypes	1
RCV_000207	interleukin	GO_0035771	interleukin-4-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042225	interleukin-5 biosynthetic process	1
RCV_000207	interleukin	GO_0032634	interleukin-5 production	1
RCV_000207	interleukin	GO_0072603	interleukin-5 secretion	1
RCV_000207	interleukin	GO_0038043	interleukin-5-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042226	interleukin-6 biosynthetic process	1
RCV_000207	interleukin	GO_0032635	interleukin-6 production	1
RCV_000207	interleukin	GO_0072604	interleukin-6 secretion	1
RCV_000207	interleukin	GO_0070102	interleukin-6-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042227	interleukin-7 biosynthetic process	1
RCV_000207	interleukin	GO_0032636	interleukin-7 production	1
RCV_000207	interleukin	GO_0072605	interleukin-7 secretion	1
RCV_000207	interleukin	GO_0038111	interleukin-7-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042228	interleukin-8 biosynthetic process	1
RCV_000207	interleukin	GO_0032637	interleukin-8 production	1
RCV_000207	interleukin	GO_0072606	interleukin-8 secretion	1
RCV_000207	interleukin	GO_0038112	interleukin-8-mediated signaling pathway	1
RCV_000207	interleukin	GO_0042229	interleukin-9 biosynthetic process	1
RCV_000207	interleukin	GO_0032638	interleukin-9 production	1
RCV_000207	interleukin	GO_0072607	interleukin-9 secretion	1
RCV_000207	interleukin	GO_0038113	interleukin-9-mediated signaling pathway	1
RCV_000207	interleukin	GO_0050726	positive regulation of interleukin-1 alpha biosynthetic process	1
RCV_000207	interleukin	GO_0032730	positive regulation of interleukin-1 alpha production	1
RCV_000207	interleukin	GO_0050717	positive regulation of interleukin-1 alpha secretion	1
RCV_000207	interleukin	GO_0050725	positive regulation of interleukin-1 beta biosynthetic process	1
RCV_000207	interleukin	GO_0032731	positive regulation of interleukin-1 beta production	1
RCV_000207	interleukin	GO_0050718	positive regulation of interleukin-1 beta secretion	1
RCV_000207	interleukin	GO_0045362	positive regulation of interleukin-1 biosynthetic process	1
RCV_000207	interleukin	GO_0032732	positive regulation of interleukin-1 production	1
RCV_000207	interleukin	GO_0050716	positive regulation of interleukin-1 secretion	1
RCV_000207	interleukin	GO_2000661	positive regulation of interleukin-1-mediated signaling pathway	1
RCV_000207	interleukin	GO_0045082	positive regulation of interleukin-10 biosynthetic process	1
RCV_000207	interleukin	GO_0032733	positive regulation of interleukin-10 production	1
RCV_000207	interleukin	GO_2001181	positive regulation of interleukin-10 secretion	1
RCV_000207	interleukin	GO_0045365	positive regulation of interleukin-11 biosynthetic process	1
RCV_000207	interleukin	GO_0032734	positive regulation of interleukin-11 production	1
RCV_000207	interleukin	GO_0045084	positive regulation of interleukin-12 biosynthetic process	1
RCV_000207	interleukin	GO_0032735	positive regulation of interleukin-12 production	1
RCV_000207	interleukin	GO_2001184	positive regulation of interleukin-12 secretion	1
RCV_000207	interleukin	GO_0045368	positive regulation of interleukin-13 biosynthetic process	1
RCV_000207	interleukin	GO_0032736	positive regulation of interleukin-13 production	1
RCV_000207	interleukin	GO_2000667	positive regulation of interleukin-13 secretion	1
RCV_000207	interleukin	GO_0045371	positive regulation of interleukin-14 biosynthetic process	1
RCV_000207	interleukin	GO_0032737	positive regulation of interleukin-14 production	1
RCV_000207	interleukin	GO_0045374	positive regulation of interleukin-15 biosynthetic process	1
RCV_000207	interleukin	GO_0032738	positive regulation of interleukin-15 production	1
RCV_000207	interleukin	GO_0045377	positive regulation of interleukin-16 biosynthetic process	1
RCV_000207	interleukin	GO_0032739	positive regulation of interleukin-16 production	1
RCV_000207	interleukin	GO_0045380	positive regulation of interleukin-17 biosynthetic process	1
RCV_000207	interleukin	GO_0032740	positive regulation of interleukin-17 production	1
RCV_000207	interleukin	GO_0045383	positive regulation of interleukin-18 biosynthetic process	1
RCV_000207	interleukin	GO_0032741	positive regulation of interleukin-18 production	1
RCV_000207	interleukin	GO_2000494	positive regulation of interleukin-18-mediated signaling pathway	1
RCV_000207	interleukin	GO_0045386	positive regulation of interleukin-19 biosynthetic process	1
RCV_000207	interleukin	GO_0032742	positive regulation of interleukin-19 production	1
RCV_000207	interleukin	GO_0045086	positive regulation of interleukin-2 biosynthetic process	1
RCV_000207	interleukin	GO_0032743	positive regulation of interleukin-2 production	1
RCV_000207	interleukin	GO_1900042	positive regulation of interleukin-2 secretion	1
RCV_000207	interleukin	GO_0045389	positive regulation of interleukin-20 biosynthetic process	1
RCV_000207	interleukin	GO_0032744	positive regulation of interleukin-20 production	1
RCV_000207	interleukin	GO_0045392	positive regulation of interleukin-21 biosynthetic process	1
RCV_000207	interleukin	GO_0032745	positive regulation of interleukin-21 production	1
RCV_000207	interleukin	GO_0045395	positive regulation of interleukin-22 biosynthetic process	1
RCV_000207	interleukin	GO_0032746	positive regulation of interleukin-22 production	1
RCV_000207	interleukin	GO_0045398	positive regulation of interleukin-23 biosynthetic process	1
RCV_000207	interleukin	GO_0032747	positive regulation of interleukin-23 production	1
RCV_000207	interleukin	GO_0045536	positive regulation of interleukin-24 biosynthetic process	1
RCV_000207	interleukin	GO_0032748	positive regulation of interleukin-24 production	1
RCV_000207	interleukin	GO_0045537	positive regulation of interleukin-25 biosynthetic process	1
RCV_000207	interleukin	GO_0032749	positive regulation of interleukin-25 production	1
RCV_000207	interleukin	GO_0045538	positive regulation of interleukin-26 biosynthetic process	1
RCV_000207	interleukin	GO_0032750	positive regulation of interleukin-26 production	1
RCV_000207	interleukin	GO_0045539	positive regulation of interleukin-27 biosynthetic process	1
RCV_000207	interleukin	GO_0032751	positive regulation of interleukin-27 production	1
RCV_000207	interleukin	GO_0070109	positive regulation of interleukin-27-mediated signaling pathway	1
RCV_000207	interleukin	GO_0045401	positive regulation of interleukin-3 biosynthetic process	1
RCV_000207	interleukin	GO_0032752	positive regulation of interleukin-3 production	1
RCV_000207	interleukin	GO_0070752	positive regulation of interleukin-35 biosynthetic process	1
RCV_000207	interleukin	GO_0070756	positive regulation of interleukin-35 production	1
RCV_000207	interleukin	GO_0070760	positive regulation of interleukin-35-mediated signaling pathway	1
RCV_000207	interleukin	GO_0045404	positive regulation of interleukin-4 biosynthetic process	1
RCV_000207	interleukin	GO_0032753	positive regulation of interleukin-4 production	1
RCV_000207	interleukin	GO_2000572	positive regulation of interleukin-4-dependent isotype switching to IgE isotypes	1
RCV_000207	interleukin	GO_0045407	positive regulation of interleukin-5 biosynthetic process	1
RCV_000207	interleukin	GO_0032754	positive regulation of interleukin-5 production	1
RCV_000207	interleukin	GO_2000664	positive regulation of interleukin-5 secretion	1
RCV_000207	interleukin	GO_0045410	positive regulation of interleukin-6 biosynthetic process	1
RCV_000207	interleukin	GO_0032755	positive regulation of interleukin-6 production	1
RCV_000207	interleukin	GO_2000778	positive regulation of interleukin-6 secretion	1
RCV_000207	interleukin	GO_0070105	positive regulation of interleukin-6-mediated signaling pathway	1
RCV_000207	interleukin	GO_0045413	positive regulation of interleukin-7 biosynthetic process	1
RCV_000207	interleukin	GO_0032756	positive regulation of interleukin-7 production	1
RCV_000207	interleukin	GO_0045416	positive regulation of interleukin-8 biosynthetic process	1
RCV_000207	interleukin	GO_0032757	positive regulation of interleukin-8 production	1
RCV_000207	interleukin	GO_2000484	positive regulation of interleukin-8 secretion	1
RCV_000207	interleukin	GO_0045419	positive regulation of interleukin-9 biosynthetic process	1
RCV_000207	interleukin	GO_0032758	positive regulation of interleukin-9 production	1
RCV_000208	intestine	GO_0044519	envenomation resulting in modulation of vasoactive intestinal polypeptide receptor activity in other organism	1
RCV_000208	intestine	GO_0044520	envenomation resulting in positive regulation of vasoactive intestinal polypeptide receptor activity in other organism	1
RCV_000208	intestine	GO_0050892	intestinal absorption	1
RCV_000208	intestine	GO_0030299	intestinal cholesterol absorption	1
RCV_000208	intestine	GO_0044258	intestinal lipid catabolic process	1
RCV_000208	intestine	GO_0060752	intestinal phytosterol absorption	1
RCV_000208	intestine	GO_0044517	modulation of vasoactive intestinal polypeptide receptor activity in other organism	1
RCV_000208	intestine	GO_0045796	negative regulation of intestinal cholesterol absorption	1
RCV_000208	intestine	GO_0010949	negative regulation of intestinal phytosterol absorption	1
RCV_000208	intestine	GO_0045797	positive regulation of intestinal cholesterol absorption	1
RCV_000208	intestine	GO_0044518	positive regulation of vasoactive intestinal polypeptide receptor activity in other organism	1
RCV_000209	ion binding	GO_0000287	magnesium ion binding	1
RCV_000210	ion metabolism	GO_0015690	aluminum cation transport	1
RCV_000210	ion metabolism	GO_0055079	aluminum ion homeostasis	1
RCV_000210	ion metabolism	GO_0006876	cellular cadmium ion homeostasis	1
RCV_000210	ion metabolism	GO_0006874	cellular calcium ion homeostasis	1
RCV_000210	ion metabolism	GO_0030003	cellular cation homeostasis	1
RCV_000210	ion metabolism	GO_0030644	cellular chloride ion homeostasis	1
RCV_000210	ion metabolism	GO_0006877	cellular cobalt ion homeostasis	1
RCV_000210	ion metabolism	GO_0006878	cellular copper ion homeostasis	1
RCV_000210	ion metabolism	GO_0030319	"cellular di-, tri-valent inorganic anion homeostasis"	1
RCV_000210	ion metabolism	GO_0030005	"cellular di-, tri-valent inorganic cation homeostasis"	1
RCV_000210	ion metabolism	GO_0072501	cellular divalent inorganic anion homeostasis	1
RCV_000210	ion metabolism	GO_0072503	cellular divalent inorganic cation homeostasis	1
RCV_000210	ion metabolism	GO_0006873	cellular ion homeostasis	1
RCV_000210	ion metabolism	GO_0006879	cellular iron ion homeostasis	1
RCV_000210	ion metabolism	GO_0010961	cellular magnesium ion homeostasis	1
RCV_000210	ion metabolism	GO_0030026	cellular manganese ion homeostasis	1
RCV_000210	ion metabolism	GO_0030320	cellular monovalent inorganic anion homeostasis	1
RCV_000210	ion metabolism	GO_0030004	cellular monovalent inorganic cation homeostasis	1
RCV_000210	ion metabolism	GO_0035785	cellular nickel ion homeostasis	1
RCV_000210	ion metabolism	GO_0044271	cellular nitrogen compound biosynthetic process	1
RCV_000210	ion metabolism	GO_0044270	cellular nitrogen compound catabolic process	1
RCV_000210	ion metabolism	GO_0034641	cellular nitrogen compound metabolic process	1
RCV_000210	ion metabolism	GO_0030643	cellular phosphate ion homeostasis	1
RCV_000210	ion metabolism	GO_0030007	cellular potassium ion homeostasis	1
RCV_000210	ion metabolism	GO_0071804	cellular potassium ion transport	1
RCV_000210	ion metabolism	GO_0071281	cellular response to iron ion	1
RCV_000210	ion metabolism	GO_0010106	cellular response to iron ion starvation	1
RCV_000210	ion metabolism	GO_0071282	cellular response to iron(II) ion	1
RCV_000210	ion metabolism	GO_0071283	cellular response to iron(III) ion	1
RCV_000211	ion transport	GO_0000006	high affinity zinc uptake transmembrane transporter activity	1
RCV_000211	ion transport	GO_0000007	low-affinity zinc ion transmembrane transporter activity	1
RCV_000211	ion transport	GO_0000041	transition metal ion transport	1
RCV_000212	iron metabolism	GO_0000047	Rieske iron-sulfur protein	1
RCV_000212	iron metabolism	GO_0033216	ferric iron import	1
RCV_000212	iron metabolism	GO_0015682	ferric iron transport	1
RCV_000212	iron metabolism	GO_0008198	ferrous iron binding	1
RCV_000212	iron metabolism	GO_0070627	ferrous iron import	1
RCV_000212	iron metabolism	GO_0097460	ferrous iron import into cell	1
RCV_000212	iron metabolism	GO_0015093	ferrous iron transmembrane transporter activity	1
RCV_000212	iron metabolism	GO_0015684	ferrous iron transport	1
RCV_000212	iron metabolism	GO_0015639	ferrous iron uptake transmembrane transporter activity	1
RCV_000212	iron metabolism	GO_0015683	high-affinity ferric iron transport	1
RCV_000212	iron metabolism	GO_0006827	high-affinity iron ion transmembrane transport	1
RCV_000212	iron metabolism	GO_0006880	intracellular sequestering of iron ion	1
RCV_000212	iron metabolism	GO_0018290	iron and molybdenum incorporation into iron-molybdenum-sulfur cluster via L-cysteinyl homocitryl molybdenum-heptairon-nonasulfide	1
RCV_000212	iron metabolism	GO_0033212	iron assimilation	1
RCV_000212	iron metabolism	GO_0033213	iron assimilation by capture and transport	1
RCV_000212	iron metabolism	GO_0033214	iron assimilation by chelation and transport	1
RCV_000212	iron metabolism	GO_0033215	iron assimilation by reduction and transport	1
RCV_000212	iron metabolism	GO_0015688	iron chelate transport	1
RCV_000212	iron metabolism	GO_0046893	iron incorporation into hydrogenase diiron subcluster via L-cysteine ligation	1
RCV_000212	iron metabolism	GO_0018306	iron incorporation into iron-sulfur cluster via bis-L-cysteinyl-L-N3'-histidino-L-serinyl tetrairon tetrasulfide	1
RCV_000212	iron metabolism	GO_0018441	iron incorporation into iron-sulfur cluster via hexakis-L-cysteinyl L-serinyl octairon heptasulfide	1
RCV_000212	iron metabolism	GO_0018300	iron incorporation into iron-sulfur cluster via hexakis-L-cysteinyl hexairon hexasulfide	1
RCV_000212	iron metabolism	GO_0018286	iron incorporation into iron-sulfur cluster via hexakis-L-cysteinyl triiron trisulfide	1
RCV_000212	iron metabolism	GO_0019709	iron incorporation into iron-sulfur cluster via pentakis-L-cysteinyl L-histidino nickel tetrairon pentasulfide	1
RCV_000212	iron metabolism	GO_0018285	iron incorporation into iron-sulfur cluster via tetrakis-L-cysteinyl diiron disulfide	1
RCV_000212	iron metabolism	GO_0018288	iron incorporation into iron-sulfur cluster via tetrakis-L-cysteinyl tetrairon tetrasulfide	1
RCV_000212	iron metabolism	GO_0045459	iron incorporation into iron-sulfur cluster via tetrakis-L-cysteinyl triiron tetrasulfide	1
RCV_000212	iron metabolism	GO_0050836	iron incorporation into iron-sulfur cluster via tris-L-cysteinyl L-arginyl diiron disulfide	1
RCV_000212	iron metabolism	GO_0018417	iron incorporation into iron-sulfur cluster via tris-L-cysteinyl L-cysteine persulfido L-glutamato L-histidino L-serinyl nickel triiron disulfide trioxide	1
RCV_000212	iron metabolism	GO_0018415	iron incorporation into iron-sulfur cluster via tris-L-cysteinyl L-cysteine persulfido bis-L-glutamato L-histidino nickel triiron disulfide trioxide	1
RCV_000212	iron metabolism	GO_0050835	"iron incorporation into iron-sulfur cluster via tris-L-cysteinyl S-adenosylmethion-N,O-diyl tetrairon tetrasulfide"	1
